"","X","id","lyrics","artist","song","album","genre","year"
"24278",24278,121868,"Hear the night music playing Don't you know what it's saying We should feel it together Forever Feel the beat and just hold on To the sweet midnight flowing Feel the music inside you I'll be there too Now's the time that our dreams are finally coming true Feels so good we're crying Now's the time when it's down to me and you Spread these wings we'll be flying Don't you know what the night can do Don't you know when it's touching you Don't you know what the night can do Time to show all your feeling All the night is revealing Let the rhythm enfold you Let me hold you And we turn into music Now we never will lose it When the rhythm and night ride No heart can hide There are times that never ever come again Memories there for making When the night comes we better let it in All this love for the taking Don't you know what the night can do Don't you know when it's touching you Won't you help me to let it through Don't you know what the night can do Don't you know what the night can do Know what the night can do Don't you know what the night can do Don't you know what the night can do Know what the night can do Don't you know what the night can do There are times that never ever come again Memories there for making When the night comes we better let it in All this love for the taking Don't you know what the night can do Don't you know when it's touching you Won't you help me to let it through Don't you know what the night can do Oh Oh no Oh Don't you know what the night can do Know what the night can do Oh Don't you know what the night can do Oh Don't you know what the night can do Know what the night can do Don't you know Don't you know what the night can do Don't you know what the night can do Know what the night can do Don't you know what the night can do Don't you know what the night can do Know what the night can do Don't you know what the night can do Don't you know don't you know Don't you know what the night can do Don't you know what the night can do","%27Til_Tuesday","The Other End (Of The Telescope)","%27Til_Tuesday:Coming_Up_Close:_A_Retrospective_(1996)","New Wave","1996"
"24279",24279,121869,"When life is too much roll with it baby Don't stop and lose your touch oh no baby Hard times knocking on your door I'll tell them you ain't there no more Get on through it roll with it baby Luck'll come and then slip away You gotta move bring it back to stay You just roll with it baby come on and just Roll with it baby you and me Roll with it baby hang on and just Roll with it baby The way that you love is good as money I swear by stars above sweet as honey People think you're down and out You show them what it's all about You can make it roll with it baby When this world turns its back on you Hang in and do that sweet thing you do You just roll with it baby hey You just roll with it baby Come on and just roll with it baby you and me Just roll with it baby You just roll with it baby hey You just roll with it baby you and me Just roll with it baby Hang on and just roll with it baby hey Now there'll be a day you'll get there baby You'll hear the music play you'll dance baby You'll leave bad times way behind Nothing but good times on your mind You can do it roll with it baby Then you'll see life will be so nice It's just a step up to paradise You just roll with it baby Hey You just roll with it baby you and me Just roll with it baby Hang on And just roll with it baby Roll with it babyHang on baby Come on roll with it baby Roll Hey come on just roll Roll with it baby Hang on and just roll Hey on on","%27Til_Tuesday","What About Love","%27Til_Tuesday:Coming_Up_Close:_A_Retrospective_(1996)","New Wave","1996"
"24281",24281,121870,"While there is time Let's go out and feel everything If you hold me I will let you into my dreams For time is a river rolling into nowhere We must live while we can And we drink our cup of laughter The finer things keep shining through The way my soul gets lost in you The finer things I feel in me The golden dance life could be Oh I've been sad And have walked bitter streets alone And come morning There's a good wind to blow me home So time be a river rolling into nowhere I will live while I can I will have my ever after The finer things keep shining through The way my soul gets lost in you The finer things I feel in me The golden dance life could be We go so fast why don't we make it last Life is glowing inside you and me Please take my hand here where I stand Wont you come out and dance with me Come see with me come see And lovers try 'Til they get the best of the night And come morning They are tangled up in the light So time be a river rolling into nowhere They love while they can And they think about the night so sweet The finer things keep shining through The way my soul gets lost in you The finer things I feel in me The golden dance life could be","%27Til_Tuesday","David Denies","%27Til_Tuesday:Coming_Up_Close:_A_Retrospective_(1996)","New Wave","1996"
"24282",24282,121871,"It used to seem to me That my life ran on too fast And I had to take it slowly Just to make the good parts last But when you're born to run It's so hard to just slow down So don't be surprised to see me Back in that bright part of town I'll be back in the high life again All the doors I closed one time Will open up again I'll be back in the high life again All the eyes that watched me once Will smile and take me in And I'll drink and dance With one hand free Let the world back into me And oh I'll be a sight to see Back in the high life again You used to be the best To make life be life to me And I hope that you're still out there And you're like you used to be We'll have ourselves a time And we'll dance 'til the morning sun And we'll let the good times come in And we won't stop 'til we're done We'll be back in the high life again All the doors I closed one time Will open up again We'll be back in the high life again All the eyes that watched us once Will smile and take us in And we'll drink and dance With one hand free And have the world so easily And oh we'll be a sight to see Back in the high life again High life High life In the high life again We'll be back in the high life again All the doors I closed one time Will open up again We'll be back in the high life again All the eyes that watched us once Will smile and take us in And we'll drink and dance With one hand free And have the world so easily And oh we'll be a sight to see Back in the high life again High life Back in the high life Oh we'll be back","%27Til_Tuesday","Will She Just Fall Down","%27Til_Tuesday:Coming_Up_Close:_A_Retrospective_(1996)","New Wave","1996"
"24283",24283,121872,"Keep on talking all you want Well you don't waste a minute of time Who cares who knows what's true Coffee and tears the whole night through Burning up on midnight oil And it's come right back on you Freedom Overspill Freedom Overspill Force of habit you could say The way they talk you're talking away Who cares who knows what's true Your wounded pride is burning you up Burning up on midnight oil And it's come right back on you Freedom Overspill Freedom Overspill You're sounding good to me now Keep talking on I want to hear the worst You got no right going around Talking 'bout the things that you do Talking 'bout the things that you do Keep on talking all you want Well you don't waste a minute of time Who cares who knows what's true Coffee and tears the whole night through Burning up on midnight oil And it's come right back on you Freedom Overspill Freedom Overspill Freedom Overspill Freedom Overspill You're sounding good to me now Keep talking on I want to hear the worst You got no right going around Talking 'bout the things that you do Talking 'bout the things you do Force of habit you could say The way they talk you're talking away Who cares who knows what's true Your wounded pride is burning you up Burning up on midnight oil And it's come right back on you Freedom Overspill Freedom Overspill","%27Til_Tuesday","Coming Up Close","%27Til_Tuesday:Coming_Up_Close:_A_Retrospective_(1996)","New Wave","1996"
"24284",24284,121873,"Close your eyes and you'll do very well No more lies and no more fairy tales Hanging out out on the street You have no place left to go If the whole world passes you by Don't you cry Close your eyes and don't feel anything Lullabies are all that I will sing Stay right here wait for the night Let it come down over you You've seen all you wanted to see Stay with me When there's no more right from wrong You still have the night so long And the silence is your song And you know where you belong Close your eyes the white owl's on the wing Hear her cries and take the sleep she brings When the clouds fill up the sky And the shadows hide the moon Sleep will give you all that is left Emptiness When there's no more right from wrong You still have the night so long And the silence is your song And you know where you belong When there's no more right from wrong You still have the night so long And the silence is your song And you know where you belong When there's no more right from wrong You still have the night so long And the silence is your song And you know where you belong","%27Til_Tuesday","On Sunday","%27Til_Tuesday:Coming_Up_Close:_A_Retrospective_(1996)","New Wave","1996"
"24285",24285,121874,"You used to come and see me all the time I gave you everything I had I brought you up And I never left you one time feeling bad They say it's a new age And I wonder where you've been You can help me turn a new page The same door is opencome on in While there's a candle burning I'll be reaching for your heart While there's a wheel still turning I know how to play my part So I keep the wheels all turning And I keep the candles burning All day through here for you The world is full of players in the night They say the words they have to say They're all so hot And they never give a damn for yesterday Don't care if they touch you Everywhere you saved for me 'Cause I still know how to move you I still know how to rock youcome and see","%27Til_Tuesday","No One Is Watching You Now","%27Til_Tuesday:Coming_Up_Close:_A_Retrospective_(1996)","New Wave","1996"
"24286",24286,121875,"Here's to gamblers Who hold to the game Through the hard times They don't lose their aim And they hope for time on their side And they keep a ticket to ride They keep watching for signs in the land They keep watching for signs in the land And they stand there watching the sky And they stand there ready to fly Here's to never letting go Though sometimes it does get lonely I still walk out in the morning light Just to see what is there I hear music in silent nights Searching I find a reason to care One heart moving still the same Still in the game Here's to lovers who reach for it all Never matching the rise with the fall And they just can't leave it alone And they want it all till it's gone Here's to players who can't leave their song And it haunts them Their night is so long 'Cause there's music there in their mind From a world they're trying to find Here's to never letting go Though sometimes it does get lonely","%27Til_Tuesday","You Know The Rest","%27Til_Tuesday:Coming_Up_Close:_A_Retrospective_(1996)","New Wave","1996"
"24287",24287,121876,"There's a river pouring From a pure and a crystal stream And it carries my heart along Carries me all my life And I know it will bring me home There's a choir singing With a force that can light the sky I will join with a voice deep inside Anthems for joys gone by And for joys I am sure will come Golden treasure in the evening sky It's good to be alive Golden measure hear the music cry When my heart sings Of golden things There's a dove ascending Like my thoughts in the summer sky And she carries my soul along Clear to eternity And I know I am not alone","%27Til_Tuesday","Voices Carry","%27Til_Tuesday:Coming_Up_Close:_A_Retrospective_(1996)","New Wave","1996"
"24288",24288,121877,"Time they call the universal healer but you're back every three days Settling all around me A feather duster's no substitute for the real thing And the dust you left behind is settling still With you dawn never tasted so good Swept up like debris on a Saturday night Did we ever have fun The dust the gentle legacy you left behind Is falling softly on my mind Dust the timeless memory of you I love you I do for all the little things you do and I guess I always will The dust settles again to remind me still Of memories I've cherished so long Hold me close to your side 'cause my love won't decay anymore Memories of hope of those long summer days And the dust you left behind is settling still Feeling your body stretched so long what was it went to wrong went wrong That our love our love it was gone but our friendship going strong","%27Til_Tuesday","Love In A Vacuum","%27Til_Tuesday:Coming_Up_Close:_A_Retrospective_(1996)","New Wave","1996"
"26259",26259,123650," Swizz Beatz MJ Eightball MJG Eightball Eightball Swizzle It's finna super crunk up in this joint We came to get dirty up in here Yaknowmsayin mayn CHORUS all Shake the room boomboombboom Shakeshake the room boomboombboom You think you're ballin don'tcha Yeah You think you got it don'tcha Yeah You think you made it don'tcha Yeah Well let's get it right2x Eightball Eightball MJG Swizz on the beat We from the streets come with the heat MJG Come back with gritty hardcore sweep Touch streets who sleep all damn week Eightball Get crunk and buck get crunk with us Turn it up a notch with that country thump MJG We spread funky stuff I know you want your stuff Got the beat and it's tough you can't take it too much Eightball Your body achin too much trick you're fakin too much Talkin bad 'bout your people playerhatin too much MJG You're hatin players too much your guts gets threw up Your mouth can't chew up your living room blew up Eightball Like Ball and G straight off the heezy Keep it pimpin and don't be corny or cheesy MJG Back to A A back to Z No act in me mo' mack fo' me When I CHORUS Swizz Beatz Ohoh Take a break Oh Your break's up Let's go let's go Eightball This for all my niggas this for all my bitches Space Age 4 Eva Eightball my nigga Memphis Tenn I'm from you can call me a titan Hot rhymes I'm writin burnin niggas that's bitin Platinum flows I bust ice cold is us You can give me the hay and you can keep the dust I like em yellow and stout pretty face no doubt Not scared to use they mouth know what I'm talkin 'bout I hustle for change remain the same Change the game cut the chains Tight flows is wet much deep respect Don't sweat the hood gotta collect checks 8Ball's my name y'all all the same Y'all ball the same y'all fall the same We came to kick it you submit and quit it Try to cut it and split it ain't nothin new hit it Yeah CHORUS MJG Be off in them streets cause them streets is in me I be puffin on Endonesia indeed It don't come with no seeds it don't come with no sticks It don't come with no extra added chemical mix Never run with them tricks I keep it pimpin and shit I kill and dissect a bitch I wreck the shit miccheck your shit 123 go let the shit Get you crunker than crunk make it bump in your trunk Let me see all women shakin their rump Put your back in a hump start touchin your toes Eightball MJG supposed To come out harder than hard plus realer than real I stack and build skill for skill Got you noddin your head got you movin your feet Ain't no way you can stay in your seats When I CHORUS Swizz Beatz while chorus continues Let's go let's go Where you at now Where you at now Where you at now Where you at now Where you at now Hold on hold on Hey Yo what yo what We about to do right now Yo Shut the club down what shut the block down what Shut the club down what shut the block down what Shut the club down what shut the block down what Shut the club down what shut the block down what Where you at now Where you at now MJG Ball Swizzy Yeah It's over It's over Yeah","Alphaville","Anyway","Alphaville:The_Breathtaking_Blue_(1989)","New Wave","1989"
"26260",26260,123651,"Chorus repeat 8X Pimp hard pimp harder Eightball Big plush cadillac seats holding me up Bitches hatin' 'cause I'm always doing big boy stuff Wood wheel ill be grippin' in my big boy truck Back then at the club gettin' this big boy sucked Eightball Mjg you know we can't be touched If its bout hennessy and weed you can link it to us If I feel you disrespectin' ima cock it and bust And MJG gon be right with me if that eight ain't enough MJG If Eight ain't enough Don't worry I got eight in the clip Eight for them hard looks And eight for that lip It was unnecessary That sort of punishment was less than very ugly Which was fked up You wanted this you lucked up then Oh well some more shit I'm stuck up in Hey lets squash it Go sweep the dust up then Drink a shot I got a bitch you could drive a truck up in MJG pimp tight And I got em Chorus 8X Eightball We handle this shit like a pimp should I fk with them niggaz who run the hood From the south to the east coast to the west I be puffin on that shit that gon be burnin' in yo chest See them hoes want a nigga who got bread These niggaz want a bitch you got that fire head And all I want is weed and money And mo' money The streets don't respect a nigga with no money MJG Ya poor dummy You should be spendin ya ho money but if she offered you some You probably tell her no honey You to slow sonny What I'm spittin' gone make you know somethin' So the next time instead of just talking You could show something And most hoes is like casinos built to blow somethin' So anytime a bitch approach me I see some dough coming My main focus is tricks who be out ho huntin' But they don't get that pussy for free I make em owe somethin' Chorus 8X Eightball I like them yellow dick women giving love to me Hugs and kisses disrespecting bitches 'cause of me Always wanna sex with me no matter where we be All her friends do my friends and they do it for free Ok we smoke with them hoes and get em something to eat But any real nigga will just to drill baby Pimp hard or pimp harder for the millennium That paper out here for ya ima get me some MJG I hit a lick some Tell my bitch thats quick get the gun We got some shit to run so shut up and cut off the grits they done I want you up on your feet until they blister some Bitch you understand what I'm sayin' I'm the official one Mjg I pimp strong until the reasons gone Until it ain't no ho tracks left to sprinkle season on The niggaz who violated they still bleedin' on I be packs and shit sacks and the leavings on Chorus 16X","Alphaville","Middle Of The Riddle","Alphaville:The_Breathtaking_Blue_(1989)","New Wave","1989"
"26261",26261,123652,"MJG I can make you get buck Even if you don't go to the club that much I got so much rhythm I can feel it MJG and Eightball we the realest Baby you can bill it to the PO box When you feelin real good Luxury soft leather with the real wood Type of attitude whenever I come around Afterparty baby welcome down to UTown Eightball I roll with them fools who love to blow trees I represent Eightball and MJG You wanna get down you wanna flow like us G's from overseas blow drow like us I love them women who got they head on straight I love them women who like to lay it on eight Jump in with me we can dip flip Start a relationship with your lips and your hips Chorus DJ's playin the music make the dance floor want to move it Move your body at the party at the party at the party MJG Are you feelin like I'm feelin cause I'm feelin good naw wait great Feelin like I could move a whole damn state huhuh a planet And it's time for the beat to do damage Ain't nobody gonna tell us how to do it We gon' do it how we wanna do it We gon' bring it how we wanna bring it And if you can't understand how we flow Its provision decision revision then go And I can't understand how I'm on And I'm still going strong with the green sticky gone out my system It keeps me up when hard times beat me up Im lookin good as I look into my rear view Now hear me like you want me to hear you Put your worries and your debts all behind you And let the rythm of the Alpine find you Chorus Eightball We gon' bounce bounce till we can't no more Puff puff till it ain't no more Drink Drink till we throw up on the floor Shine so bright we make the whole world glow Got soul fo' sho' we deep from the South Haters they try but they ain't keeping us out We peepin the doubt but thats alright My mic skills be tight ain't just aight This for all my dogs who got love in they heart Be an individual and show it in your art For all of those who disagree we ain't trippin We ride the slab wit' that space age pimpin Ball and G and thats all we be and thats all we see and thats all we need No fakes or snakes that wanna rape a tape Just us and the beats for the DJ to play Chorus till end","Alphaville","For A Million","Alphaville:The_Breathtaking_Blue_(1989)","New Wave","1989"
"26262",26262,123653,"Eightball Whats the deal Whats up with a nigga Eightball up in dis here Fa real Historic hits nigga like Ali's fist Rock the world Get freaked by a different bunch hot little girls Speed it up and let a real niggas see what ya got lil' girl Got lil' doe got something to blow You wanna get like that gimme head in the Benz I love a chick that suck dick like that Dirty Southern gritty Bouncin' through yo' city 2000 Rocketship sittin' on some chrome 20's Choppin' collar poppin' platinum droppin' Space Age 4 Eva means that we will not be stoppin' Yea Yea Eightball MJG DJ Quik collaboration across the nation Hittin' licks shawty me and my niggas so official with it Poetic pimpin' ain't no playin' when we step up in it Like this go all out nigga don't be scared to bust Futuristic what you need to do is catch up with us Chorus 2X Eightball Bounce Bounce Man get up on you feet and help me get it Crunk Crunk Everybody up in here let me see ya Bounce Bounce If a nigga trippin we gone make them heaters Buck Buck Dime pieces let me see you make that ass MJG I'm a killer with the mic Before I get buck with the gun 1972 was the birth Tell a nigga was the worst You can't fk with the one Nigga take ya foot out ya mouth Get ya ass off the couch MJG bringin the heat when Quik droppin' this beat I know that ya'll can rap but I'ma rock this beat Breakin 'em off with dope seeds The nigga with the most of dis Coast to coast to hit Roll the shit Broke the shit Kept somkin' Then put it down on tape again I got a fifth of Hen Fifth of Gin A fifth for now And a fifth for then Take it Take it down shot for shot You ain't got Coniyak its not the spine I got a stack of hoes Matter a fact a nigga smackin' hoes Straight up mack them hoes If you a platinum hoe You gotta keep workin' the bitch Don't stop and relax them hoes A lot of niggas be claimin' to pimp And a whole lot of pimpin' what a nigga be talkin' about But when a bitch tell a nigga to spend some money The mothafkas still be walkin 'em out Takin 'em home givin 'em cheese beggin 'em please Talkin' about he'll take my ki's big trick See I was born to pimp for this shit MJG equipped for this shit Ain't no niggas in here found time Fake ass niggas is scared of my rhyme Pimp tight break a bitch quick Futuristic niggas take shit Chorus 2x DJ Quik PIMP unified MJG and Q gone try See me gettin' down with Ball in the with a palm full of smoke Rappin' niggas ain't no joke So me to the front of the boards With an MP and piano chords Gettin' back to my evil ways Lick him 3 times he gone pay Sidetrack forgot your point It's a 10 to 4 bet that you ain't gonna forget that Get your peeps up off my cheese Put your money in the pot go squeeze See the bright red dice just die Shoot a whole meal I might just try 18 thou with the jewelery on the floor When I hit a lick don't flex no more Gamblin' scramblin' tryin' to get up out the hood Nothin' but scavengers and the bettin' ain't good Show me where it's sunny at where it's funny at Hoes with the polished toes I'm a money cat Tip toe blow walkin' on a rift raft Put that shit back in ya pocket I don't sniff that I'm lookin for the bud and the brew and some X with a broad with some thug in her jewels Got Sex 6 uniforms all on my back I was gone chill to they didn't peep that Had to be something else to make them irate Give a nigga a minute let me clean the slate No I ain't have sex with ya wife No I ain't make threats on ya life Bitch help me get my mind off this shit with an ounce I don't wanna see I wanna feel you Chorus 2x","Alphaville","Heaven Or Hell","Alphaville:The_Breathtaking_Blue_(1989)","New Wave","1989"
"26263",26263,123654,"MJG You can count on this pimpin' I got them Budweiser horse women Black mack make a rookie divorce pimpin' I didn't read about it I was born with it and exercised First I came with a game plan what next I tried it Now what you know about that money in her snatch When she promised you that she was givin' you the whole stack Can't be no lover slash pimp nigga or a player slash good boy You either be real or Mr Goodjoy Cause ain't no such thing as love at first sight But it's a such thing that you was on them drugs the first night It's mandatory for me to appeal to the women Keep it real with the women but let them tricks deal with the women And when you in the field with them women Watch 'em they start talkin' love shit stop 'em Cause ain't no hoe supposed to have no emotions Her job is to keep a trick broken and hopeless Chorus X2 This is pimp shit you hoes got to deal with No nonsense bitch that's what this is Pimp shit you hoes gon' respect this Real nigga shit and ain't scared to check a bitch Eightball I bust nuts on the face of slut hoes And hang at the club with dope dealers and cutthroats Never been one of them niggaz that would save a hoe Bitch you know the score you can get your shit and hit the door Never slippin' you trippin' if you think you pimpin' Hoes comin' up if they in front of you strippin' Trickin' that pussy wet lookin' finger lickin' Tradin' big faces hopin' you can stick your dick in And she will do whatever for a dollar bill Suck dick and lick clit on them X pills High heels and big thighs make a dick ride Make a nigga spend a grip and think of plenty lies Lookin' deep in your eyes and don't mean none of it I got the pie you got to work if you want some of this Where you from bitch don't nothin' come easily I got somethin' for you if you got somethin' for me Chorus X2 This is pimp shit you hoes got to deal with No nonsense bitch that's what this is Pimp shit you hoes gon' respect this Real nigga shit and ain't scared to check a bitch MJG For four and a quarter you can get a hoe and a order A Barbie doll bitch or a hoe from across the border A loose bitch a tight bitch whatever you like With the certain group of paint brushin' bitches consider priceless Nut drinkers butt spankers dominatrix Most ain't really with that rough shit but some can take it One hundred percent born and bred pimp type Hoes make my money off of goin' to bed Eightball Givin' head hookin' niggaz like a cigarette Niggaz plea and pay fees just to get a hit Skin tight with no hair so you can see the clit White hoes black hoes and hoes that Hispanic Pierced tongue feel good when she workin' wood Platinum Visa PIN numbers and them check books Turn it in help a nigga get a new Benz Turn out your friend let me be both of y'all man Chorus X3 This is pimp shit you hoes got to deal with No nonsense bitch that's what this is Pimp shit you hoes gon' respect this Real nigga shit and ain't scared to check a bitch","Alphaville","Mysteries Of Love","Alphaville:The_Breathtaking_Blue_(1989)","New Wave","1989"
"26585",26585,123944,"I talk to the man in the moon I said Sir is she coming back soon He smiled and he stated Son I'm overrated I've had to much credit in those old love tunes I don't know a thing about love I just kind of hang here above I just watch from the sky Will love grow or will it die I don't know a thing about love Then I asked him Where is she tonight You must see all things with your light He said Son I could tell you things that might kill you But I don't get involved in what's wrong or right I don't know a thing about love I just kind of hang here above I just watch from the sky Will love grow or will it die I don't know a thing about love He said I can move oceans when I take the notion Or make mountains tremble and rivers run dry But in all matters human remember there's someone In charge of those things way above you and I I don't know a thing about love I just kind of hang here above I just watch from the sky Will love grow or will it die I don't know a thing about love I don't know a thing about love","Corey_Hart","Water From The Moon","Corey_Hart:Boy_In_The_Box_(1985)","New Wave","1985"
"26643",26643,123997,"Romeo was restless he was ready to kill He jumped out the window 'cause he couldn't sit still Juliet was waiting with a safety net He said Don't bury me 'cause I'm not dead yet Why don't you tell me 'bout the mystery dance I wanna know about the mystery dance Why don't you show me 'cause I've tried and I've tried and I'm still mystified I can't do it anymore and I'm not satisfied Well I remember when the lights went out I was tryin' to make it look like it was never in doubt She thought that I knew but I thought that she knew Both of us were willing but we didn't know how to do it Why don't you tell me 'bout the mystery dance I wanna know about the mystery dance Why don't you show me 'cause I've tried and I've tried and I'm still mystified I can't do it anymore and I'm not satisfied I just can't be satisfied Now I was down under the covers in the middle of the night When I could not discover my left foot from my right You can see those pictures taken in the magazine But what's the use of looking when you don't know what they mean Why don't you tell me 'bout the mystery dance I wanna know about the mystery dance Why don't you show me 'cause I've tried and I've tried and I'm still mystified I can't do it anymore and I'm not satisfied I can't do it anymore and I'm not satisfied I can't do it anymore and I'm not satisfied I can't do it anymore and I'm not satisfied I can't do it anymore and I'm not satisfied I can't do it anymore and I'm not satisfied I can't do it anymore and I'm not satisfied I can't do it anymore and I'm not satisfied","Corey_Hart","Waiting For You","Corey_Hart:Boy_In_The_Box_(1985)","New Wave","1985"
"26644",26644,123998,"Well I rocked over Italy and rocked in Spain Rocked in Memphis it was all the same Well I rocked through Africa and roll of the ship And seen them natives doin' a hotlookin' skip I parted the weeds and looked over the swamp I seen them cats doin' the Ubangi stomp Ubangistomp with rock and roll Beats anything that's ever been told Ubangi stomp Ubangi style When it hits it's gonna drive a cool cat wild Well I looked up the chief he invited me in He said a hey big jam session's 'bout to begin He handed me a tomtom I picked up that beat That crazy thing sent shivers to my feet I rocked and I rolled and I skipped with a smile Done the Ubangi stomp till I rolled over dead Well we rocked all night and part of the day Had a good rockin' time with the chief's daughter May I was makin' a time and agettin' to know Then the captain said son we gotta go I said that's alright you go right ahead I'll do the Ubangi stomp 'till I roll over dead","Corey_Hart","Silent Talking","Corey_Hart:Boy_In_The_Box_(1985)","New Wave","1985"
"26645",26645,123999,"Shake your moneymaker Shake your moneymaker Shake your moneymaker Shake your moneymaker Shake your moneymaker And then Shake your moneymaker Shake your moneymaker Shake your moneymaker Shake your moneymaker Shake your moneymaker And then I got a girl who lives up on the hill I got a girl who lives up on the hill Talk she gonna love me But I don't believe she will You got shake your moneymaker Shake your moneymaker babe Shake your moneymaker Shake your moneymaker You gotta shake your moneymaker And then I got a girl and she just won't be true I got a girl and she just won't be true She's locked to the bridge She won't do a thing I tell her to do She won't shake her moneymaker Won't shake her moneymaker She wanna roll her activator She won't shake her moneymaker She won't shake her moneymaker She won't","Corey_Hart","Sunny Place - Shady People","Corey_Hart:Boy_In_The_Box_(1985)","New Wave","1985"
"26649",26649,124000,"I'm gonna say somethin' to you I don't care how you feel You just don't realize You got yourself a good deal She's nineteen years old And got ways just like a baby child Nothin' I can do to please her To make this young woman feel satisfied I'm gonna say this to you I don't care if you get mad You about the prettiest little girl That I ever had She's nineteen years old And got ways just like a baby child Nothin' I can do to please her To make this young woman feel satisfied What kind of woman is that Can't ask her where she's going She tells me where she's been She starts a conversation That don't have no end She's nineteen years old And got ways just like a baby child Nothin' I can do to please her Whoah yeah Whoah yeah Whoah yeah To make this young woman feel satisfied","Corey_Hart","Komrade Kiev","Corey_Hart:Boy_In_The_Box_(1985)","New Wave","1985"
"28554",28554,125720,"Well I don't want a thing to do with you kind And I ain't got no time to kill on your dime Strung up hanging 'round Looking like you're upside down Well I ain't wanting to shed no blood that's your crime And I ain't wanting to sling no mud I clean it up You ain't what I'd call a friend I wouldn't even if I could pretend Man you ain't like anybody else As night becomes the sun to rise As dirt becomes the butterflies As sure as though it always seems to stay the same And I'll be waiting anxiously And I'll be falling fast asleep And I'll be dreaming of the day the dream died Uh huh No sticks no stones could break my bones like you can If I knew hate I'd call it love for you man High up on the hill cheaper than a dollar bill Man you ain't like anybody else Should we pretend that it's the end Are you my curse or are you my friend And if we got hit to the end of the road Will you be there to carry my load I'm getting it back with that terrible feeling My vision is cracked but it looks like it's healing I'm getting it back like it's four in the morning When the sun only shines as if it's giving a warning I'm getting it back with the rest of the leap year I'm keeping the rabbit the bat and the reindeer I'm getting it out whatever I've gotta keep in I'm telling the truth said it don't win with pretend Should we pretend Should we pretend Should we pretend","Billy_Idol","License To Thrill","Billy_Idol:Charmed_Life_(1990)","New Wave","1990"
"28616",28616,125777,"Nobody slides my friend It's a truth on which You can depend If you're living a lie It will eat you alive And nobody slides my friend Nobody slides my friend You can try it But you'll never win You can scream You can shout But it all evens out And nobody slides my friend Nobody slides my friend Listen I'll say it again You can run You can hide But it's still waitin' inside And nobody slides my friend","Billy_Idol","The Right Way","Billy_Idol:Charmed_Life_(1990)","New Wave","1990"
"28617",28617,125778,"Hope Mountain Is the place where The girl first dawned her face For the crowd That was gathered Outside her dark white cave And then scores of Soaring eagles Lift her to the breaking day We are waiting We laid there And we're watching Gently resting The waters as they sigh On the golden green Hope Mountain In the falls Is the place where Of the foxes The people come to cry The hungry and relieved She was born It's time to Like a diamond Take a wild flight Out of the mountainside And let things start again She treasures our It's time Brokenness To produce what's right And will raise us from the tide And start to make amends Look Look in the water Look who it is It's just Jesus This time she's a girl This time she's a girl","Billy_Idol","Love Unchained","Billy_Idol:Charmed_Life_(1990)","New Wave","1990"
"28618",28618,125779,"Mama's lying on the rotten ground There under the tree There were the stars in her eyes And Goldfingers in her hair And I climbed over the garden wall Found her swelling in the well Pulled her out onto the grass And laid Curlies to her face To her face to her face to her face to her face My mama's going to be gone soon Saw her fall like a fountain of dust She used to play me around the corner She chased me to my soft soft bed Soft soft bed soft soft bed soft soft bed soft soft bed","Billy_Idol","Endless Sleep","Billy_Idol:Charmed_Life_(1990)","New Wave","1990"
"28620",28620,125780,"That dog had his way with me Shake that dog out of the tree That dog had his way with me Shake that dog out of the tree Shake that dog right out of me That dog that dog That dog had his way with me Shake that dog out of the tree Shake that dog right out of me That dog that dog That bird came at me with a knife Told me she wanted my life Shake that bird out of the tree So that everyone can see Shake that bird right of me That bird that bird Shake that bird out of the tree So that everyone can see Shake that bird right out of me That bird that bird That pig took everything I had That pig made me feel so bad Shake that pig out of the bush Now let's give that pig a push Shake that pig right out of me That pig that pig Shake that pig out of the bush Now let's give that pig a push Shake that pig right out of me That pig that pig Shake that devil That dog had his way with me That dog that dog Shake that dog out of the tree That dog that dog Shake that dog shake that dog That dog had his way with me Shake that dog out of the tree That dog had his way with me That dog that dog That bird came at me with a knife That bird that bird Told me she wanted my life That bird that bird Shake that bird shake that bird Shake that bird out of the tree So that everyone can see Shake that bird right out of me That bird that bird That pig took everything I had That pig that pig That pig made me feel so bad That pig that pig Shake that pig shake shake that pig Shake that pig out of the bush Now let's give that pig a push Shake that pig right out of me That pig that pig Shake that dog shake it shake it shake that dog Shake that dog out of the tree So that everyone can see Shake that dog right out of me That dog that dog","Billy_Idol","Mark Of Caine","Billy_Idol:Charmed_Life_(1990)","New Wave","1990"
"28621",28621,125781,"Pour me little rivers from my hands Pool at the bottom of the stairs My face all the cities in my eyes Doves in the skies Oooh the Crackagen The rain water came from fathers eyes He was made of stone Glorious and watch as the curtain came down and wet the hungry rabbits Flooding the land My heart oh the twist of cruel cokeglen to bring me free Dry eyes by the sun the waters rise Dirt will crack again Dirt will crack again","Billy_Idol","Trouble With The Sweet Stuff","Billy_Idol:Charmed_Life_(1990)","New Wave","1990"
"28622",28622,125782,"I need another place Will there be peace I need another world This one's nearly gone Still have too many dreams Never seen the light I need another world A place where I can go I'm gonna miss the sea I'm gonna miss the snow I'm gonna miss the bees I'll miss the things that grow I'm gonna miss the trees I'm gonna miss the sound I'll miss the animals I'm gonna miss you all I need another place Will there be peace I need another world This one's nearly gone I'm gonna miss the birds Singing all their songs I'm gonna miss the wind Been kissing me so long oh Another world Another world Another world Another world","Billy_Idol","Prodigal Blues","Billy_Idol:Charmed_Life_(1990)","New Wave","1990"
