track_name,track_id,album_label
So Good,1g48BGyhn4C8TSm5OMiD3I,Linc
Magic City,1LL3PcsDKkpSRlSYPGYY14,Linc Music
Rebota,2YRvdf9cdS88y1wB1WhKoE,Handy Music LLC
Mia Na' Ma',3ZtAoSuwaCZaylSTqbHHbt,Krik Latino
Abusadora,4H5AdcGx2MjiXgTo4iz2rv,
Eso Dicen,1449yfsTgjglPFnqQQC7L8,Krik Latino
Son 2,4xzMW1IqWWbrFrUci7DLmr,"Gerencia 360 Music, Inc."
Forever Alone,4b2V2ZuTYELubat4l5qZaE,WEA Latina
Nuevo Amor - Remix,3LpxzyJbEKo8XALUQdNCnK,Krik Latino
Anaconda,7xKqknSxOGKjRzuZyFi76E,Krik Latino
Tarde Me Escribe,5UthXNFkNo4WublDLrxtLf,DubonsCorp
Ahí Viene Mozart,7syho7qIDki1fL0DMrXOtC,Mozart La Para
Musa,18k3SJWKiSC9tzvcZjKEAI,Krik Latino
Bajo la Luna 2,3z239kLA4wMaYytniVLd1j,Next Level Inc.
Memoria,5iwUjZXIZ4q2XDwhPKhBMF,YT Rocket
Cristina,1Kjer1JoWuJGNwGV6Pbgv1,UMLE - Latino
Swing,4DbhxwlkhTbCTqlZptxmI6,Atlantic Records
Tal Vez,5jW3rF4URMdK7tO2xjS5EI,WEA Latina
Cositas Locas - Urban Mix,4yzO59k2aFADrypVJd5VFn,Krik Latino
Me Pelea,1q4ArwCdM3NbT9E0nGK0EE,Krik Latino
A Solas - Remix,3T5QSIgoaPIh07SwixRDp7,"2018 Star Island, Inc."
Sin Penas,2xZ66DXVCqmwtMCVeWLllY,GinTonic Records
Tu Cuerpo,7uolNzjbHKadNrRFR3gBl0,Krik Latino
Te Quiero Pa Mi,1MiZ7pyrcfjy0oL5Y81Y3a,Krik Latino
Que Le Den,0XH9gaHyE2ILOHd3RVvL2N,Krik Latino
Aullando,7BuHdm4lQqcyG3qTwdkxus,Sony Music Latin
Siempre Papi Nunca Inpapi,2N8qVDq1MI0wKHngJMLlbZ,"2019 Bokisucio Music | Distributed by GLAD Empire, LLC"
Como Tu Ninguna,4OLbFBlfWqVaNMPsajgzB7,Krik Latino
Bambu,0ai5McXwhxHb1dNa9wvram,MG Records
Adan y Eva,132ALUzVLmqYB4UsBj5qD6,WEA Latina
Pocotona,3VAyZxF61WNGKRIt4DRt8K,MG Records
Mueve Papi,1Dzj7UEs3MTzcpdg71L7oI,OCEANIC
Bubalu,7dNwJbsT0sg1le5kVugGJb,Hear This Music
Luna Llena,6kM7qPnCHqzzeKMBLULztb,Castleurbanomusic
Si Tú No Regresas,38HbFIAo3eeoQGZ7cZZcqO,Flow Records Bcn
Mi Primera Locura,6xk3okmTc8R1r7lVATo4Qz,Codiscos
Medusa,6LfQRGCLnFtrhfDqMQ961q,Diskover Co
Ta To Gucci (Remix),7kuRvjpeUcn6qNV9IBXC2C,"Take Over Inc./Limitless Records,LLC."
Ahora Vuelve,1SJLKj65vdlZ2xPhNWGnnZ,Libido House Music S.A.S
Dime Hasta Cuando,3jyJ6GAqSQAvM7K9l5MZMt,Krik Latino
Ella Sabe,2vPfD1PvkcN8v6gXvYp38a,YT Rocket
Rodeo,77B2jyayPNfXRvw8slcK5Y,"InnerCat Music Group, LLC"
Viviste En Ibiza,2Wx3mU6SLVpiPWl9z7cSap,Basshall Records
Serpiente Veneno (feat. Ele A El Dominio),63c2jMnVyf8dtnbaQK910d,WEA Latina
Pa Las Babies,5rxrDcAvDnoQ8950UBMlRj,"Magnus Music, LLC"
Solo Hay Una,2MuS3sQDNXLroJr5FiIW9q,Krik Latino
Si Tu la Ves (Urban Remix),71UJPhYP0D6n1dLWx8bJxK,Krik Latino
Si Se Agacha,2x7kRFdXILeUnDLNrkC5f0,Castleurbanomusic
Ellos,1gPqUTkzC72ZhpfR5jtN42,
Te Sale,61PohFNZfNQA1bzMoV137g,Eco Music
Lloras,4usQJbGLKqyj3T2liZsmAs,Rey Falco
Low,6nFMr1YhDc9S2yUBhrc9uU,Nia Sierra
Celos Que Matan - Europa Version,5eMCcTW7d9kE8wbIt2ZvlX,Krik Latino
Beso,5ElCLvUjufsS0aJMMc4rog,Krik Music
Quién Dijo Miedo,23iJ5lnEQ3xoMqxJYTnB6G,UMLE - Latino
Criminal,2SmgFAhQkQCQPyBiBxR6Te,Pina Records
"""Ella Baila Reggaeton (with Shorty Cuban Deejays) - Original Mix""",1zI4Pceaff67Xykljw2Tw8,
Felices los 4,0qYTZCo5Bwh1nsUFGZP3zn,Sony Music Latin
Amazing,3tWkAqgoeqVjfZGmJSo6nx,MG Records
Mujeres,6xLvYhLOW2oETJoZv8ChU8,Mozart La Para
Mala Idea,06BuZZ0Zb8zCBxcjpk5YRr,Quantum Entertainment
Fui el Primero,0jy2VTXWzCx90M5lJTXece,Diamond Moon & Full Harmony
Nadie Se Te Iguala,4P1j8cV8QRVONNAuwStlsN,Krik Latino
Bueno Bonito Barato,03ZfOdbo5Q2MCbxKBw3Dnc,Minka Records LLC
Amante o Amiga,2cAymZuQEWaoLLdFFoD1hX,D.E Productions Inc. / EMPIRE
Ni Gucci Ni Prada,7yFML4hCZA6ha7fyAM0utY,Independent
Cabañita Sin Señal,1PHuVmCunATVetPsXeieVZ,Libido House Music S.A.S
Solo Tuyo,7bTEEeUw25a4LRpMpWTVZN,MG Records
Mueve Papi,4pbzPFqrlxoZ0ATrW81Ewc,Krik Latino
Dulzura,2GyKV3eQxnYdj69CpKUxOi,Krik Latino
I Like It,58q2HKrzhC3ozto2nDdN4z,Atlantic/KSR
No Sales de Mi Mente,4Y9nABik7dim2v7fhDn5A8,"InnerCat Music Group, LLC"
Unahp,4nh2k3SOHDF58qBvcm7MI4,DREAM SCOPE RECORDS
Perreo 101 - Remix,6Q15YBXV086w1DJ2pnKJQ0,Well Done Music
Callao,3gu0fRSgFuc4FmrtIv0DnC,Sony Music Latin
Nuevo Amor,3s02rVMZEd7LqBMdDAX7dS,Krik Latino
La Rebelión,1j1za8SLRop8GupCgIbX4h,UMLE - Latino
Vamos de Nuevo,7tpnsuYYytx722layzhXlv,gin+TONIC Records
Amigos Con Derechos,2zDj4WjbNDmrRL6Z4YjjCA,RCA Records Label
Booty,4W3FJapn5CD6Fnrlfj4HFe,Sony Music Entertainment
Sigue Ahí,6i1WDtpf518ecUvrX26XTe,Eco Music
Quisiera Saber,210DmadWYYDjQmcHgQJjqU,Audio Whiz
Volver Al Pasado,3rZzQjqfIQi0pJeVwXngKO,Diamond Moon & Full Harmony
Tu Resuelve,6GRYWHRSSBCFakwdKSsYOj,Next Level Inc.
Mi Gente,7COfe3P7KgfwDwIRB8LIDw,Universal Music Latino
Sin Pijama,2ijef6ni2amuunRoKTlgww,Kemosabe Records/RCA Records/Sony Music Latin
Mayores,7JNh1cfm0eXjqFVOzKLyau,Kemosabe Records/RCA Records/Sony Music Latin
X,39N9RPD9MRb5WmoLzNzPeA,Sony Music Latin
Ella Quiere Beber - Remix,3f5lA8nnc4YYF1qf78WpHw,"Real Hasta La Muerte, LLC"
Reggaetón Lento (Bailemos),3AEZUABDXNtecAOSC1qTfo,Sony Music Latin
Criminal,6Za3190Sbw39BBC77WSS1C,Pina Records
La Modelo,2SbzdGpOKlH3HIAGTWTbwU,VP Records Corp/Dimelo Vi
Vaina Loca,48zFZh27QU5qsrBjn4C2FA,VP Records Corp/Dimelo Vi
Dura,6KuqAtoeVzxAYOaMveLNpH,"UMG Recordings, Inc."
Despacito,6habFhsOp2NvshLv26DqMb,UMLE - Latino
Contra La Pared,3nVTvw0xYvxINeMj77tjEE,Universal-Island Records Ltd.
Shine Girl (feat. Stormzy),3uAuSelpsppdSCgnSLPn03,Virgin EMI
Pablo,7CN8H10HAf6OUqOTu4SJai,Polydor Records
Blessed (with Tyga),5imCvF3VHty1TZ0qaE1JEj,Rich Immigrants/Interscope Records
Put You On,5hXQSZ2maO3nspGxxnWcZ1,"TenThousand Projects, LLC"
The Party's Over Here,57puLSZWglg4KrXzluOBQ2,Universal-Island Records Ltd.
Worryin' Bout Me,002r1ZwqA9IL2pWtJMOs9f,Motown Records
AUTOMATIC,2TqfASuL5JRds7bJX01PdZ,Loma Vista Recordings
Broke Leg (with Quavo & Tyga),5CKtlUULFD5aPVX4PL02H6,Mad Love/Interscope Records
Daily Duppy,6DOOg4O0MfMQJffVQ87bL9,A MizerMillion Entertainment / Virgin EMI Records
Guten Tag,0SErNy2An0gCpYFRUNWwNT,Virgin EMI
Wild,4c7MFVQn6yKatQIIuhRv6j,Virgin EMI
WAVE,2PCRNj767vpTqnHJXkYTf3,Xploded Music Limited
Fashion Week (feat. AJ Tracey & MoStack),78KyOmqWmqLkQcXO1cA7MO,Warner Bros.
Heroine,5NFvO2q4uSe74brg89xMkI,Cole Basta/Tap Records Limited/Geffen Records
Under Enemy Arms,1NF9EkR5OpMaoVWbsllcm9,"TenThousand Projects, LLC"
Can I,31XNHP9mHX5j2A51bKXSLs,Universal Records
Gwen Stefani,66K9hI904hDWzknBbemNwG,Universal-Island Records Ltd.
Stay Dreamin,3VTHbgfbfx88a67YVVAQ9w,Lost Ones
Drive By,0vsrvBFFKrkyBWzrKADVkT,Virgin EMI
Who's,7AgcqeRnfXaniwk5gJoqO4,Cash Money Records Inc.
young luv,0j3B445vLVg4vFuEAr7M3b,Universal Music AS
Ban Drill,4qy2jqC6mThGscpYxpNtax,Virgin EMI
Ransom,1xbtojAZsQjOgiGdGX6ChU,Lil Tecca
HER Love (Feat. Daniel Caesar),4ZLVxybMljzL77dCA443Ob,Loma Vista Recordings
Can't Lose,0Vu2g87vcF3Q0dUO3jUteP,Virgin EMI
Howlin' 404,35PZU8rfmeul6soWdOTTOZ,Universal Music Ltd.
Which One (feat. Alicai Harley),3s4QNRx4OQwbcTY1BsnsrI,Blue Future / Virgin EMI Records
Elevators,2yAQd3NnkcVLssHFPmMkvN,Wolf Pack Global Music
We Lit,5TRBfB5b8vu9GwftNTKVeb,"EQT Recordings, LLC"
On That Sht Again (feat. Ghostface Killah & RZA),5ccAoJvXbeORGndjBprquS,Mass Appeal
Grab Dat,2CRPLDiyfMsmX0K8A7W1ff,Spinnup
2ON,3D2Gw2wtxLWR4UbSUOdXJe,Virgin EMI
Inglorious (feat. Skepta),6RjFuqzKb1gByFDiB14MvO,Method
Nuisance,4J40KDwJWc6Wg96KFk9o3v,Republic Records
Don't You Play With Me,3weMYJoTfqrwV1PA3GwuO4,Polydor Records
P4DP,0Bj95h6JPGxYdZBDejnrI9,CGM Records
Aliens Are Ghosts ($UICIDEBOY$ X TRAVIS BARKER),3xPmq4xcdWtAPm4uUO0yUo,"G59 Records, LLC"
WORKIN ME,33tNYw9oMtSkGe27NpgS64,Quality Control Music/Motown Records/Capitol Records
Hi! Bye!,1Oc4sFYyQ1CFQimlr7h8Ni,Rushy
No Limits,5cPdJLM4dTbC3YPs2jYAoe,Def Jam Recordings
Born To Be Great,4npdz54e3pgsiK6nRIBuMl,Virgin EMI
Gun Lean Remix,4wNndJWTgjmPzko0RD0Z9q,Pressplay Records Ltd
LOVE IS LIKE A MOSHPIT,2hES0HSFkAnvEaEzHJHIwQ,Republic Records (Them Hellas)
No Diet,62ImlYiiE0ZeK9NVftkDfq,CGM Records
Let It Fly (feat. Travis Scott),0CBQ0m3mufWH75LTYB3s6h,"Young Money Records, Inc."
Swimming (feat. Trippie Redd & Lil Xan),5ARLGOfBiro9yhWneqiFTH,Republic Records
Anyway (feat. 2 Chainz & Gucci Mane),3zxiTHxE4MxwuYf8aLQ9ax,Quality Control Music/Motown Records/Capitol Records
Ocho Cinco,2RSzmPQGO29ct8Z8kqOvHb,Universal-Island Records Ltd.
Try It (feat. French Montana & Fabolous),7BbJw7SeLDxB9ywy6EZjA2,UMGRI Interscope
Uproar,3wScL5W8H40zzCKN0atfBk,"Young Money Records, Inc."
New Money - Geko x French Montana x Ay Em,6NfEnXqB08Rw4idcRhu8MJ,3Beat
Your Peace (feat. Lil Baby),0AtY4uFaYBIl6tAjONkk1Z,Cash Money Records Inc.
Killing 2 Birds With 22 Stones ($UICIDEBOY$ X TRAVIS BARKER),5rxrXQ6V5CXu9doBCd67qD,"G59 Records, LLC"
Homesick,24riHkTApHfzIloLaPGOYC,Jay Kage
Global,7cW1wHpSLYgKWzoWlOCPFJ,Quality Control Music/Motown Records/Capitol Records
Love,1YEMD6Wa4FhmZ64NnZadWS,Spinnup
Daddy,0yZxm3IRRrdN2MsZv4WfN6,Xploded Music Limited
Koruna & Lime,3JoU2eyUuSJwZoybxjn1yc,Senaca Village
Price On My Head (feat. The Weeknd),4RbbzNY4MEcgzewYWkIsGu,"XO Records, LLC and Republic Records"
"""Familia (with Anuel Aa feat. Bantu) - Spider-Man: Into the Spider-Verse""",4Uy3kNxW2kB8AEoXljEcth,
Shit Real (feat. Tee Grizzley),3HMwux9aUUgNyaZLfKfwpK,Top Dawg Ent./Interscope Records
Say Na (feat. J. Cole),48t1aADyfDbDA3TzxqQHrN,N-Less Entertainment/Interscope Records
REEL IT IN (feat. Gucci Mane) - Remix,4yVEpUXxYgBwfSOKGTFxv5,Republic Records
Home Body (feat. Gunna & TK Kravitz),0cEkKU1yLAiBRa8lai4AFi,Only The Family Entertainment
Audemars (feat. Nasty C),2EtODLxhrRhg9zIIZ0Zj3i,Urban
10 Freaky Girls (with 21 Savage),43lYaovU2FoeuBMNusVVVW,Republic Records
Red Room,2MJdgSby3DtSS7bUJx2cly,Quality Control Music/Motown Records/Capitol Records
Last Memory,66XXCMX3Na7KNfm5e0tOVZ,Quality Control Music/Motown Records/Capitol Records
So High,1Ov1KhHs3GWvCR2cBqAUch,Republic Records
LOSE IT (feat. Lil Baby),69PkhA9q3xCWU2CzoZnLAu,Quality Control Music/Motown Records/Capitol Records
can't leave without it,0hPLZrnDgtKxrym1BHjDhd,"Slaughter Gang, LLC/Epic Records"
FeRRis WhEEL (feat. Trippie Redd),6j97zG4DDrh3oUa6rZbFOs,Mad Love/Interscope Records
RERUN (feat. Travis Scott),0JYAsQJWIuaYUvZGF1qapT,Quality Control Music/Motown Records/Capitol Records
LANES,1jiU6aaNmohuneyoEO0BsM,Pornhub Records
I.F.W.I,6BwVTe7K7UyL7P9dRhVQVE,"Hits3, LLC"
!,5a1ofLoPiAn5xxf5UE6472,"TenThousand Projects, LLC"
I Spy - Remix,2ux0beVLp8GyOsNUvU8Wa1,Virgin EMI
Shawshank [Feat. Tate Kobang],3LfJqKVZjV32xmnJC2kNUC,Loma Vista Recordings
ATM,0rVhcVumPJynFwqI3idrEk,Virgin EMI
No Sleep,3EIdupbBozZfFQn1L000vB,
Free Smoke,74zOCZv26zQngBF8xzlgO6,Universal-Island Records Ltd.
CABBAGE,6iyhnv7qFsWHNv9zTSqtUw,"TenThousand Projects, LLC"
Seasons (feat. Khalid),1AROE0XcC4ySCxXF65mutZ,LVRN Records
UP. UP. UP.,5FFu0ZSiBBlSE28O7A68ch,Universal-Island Records Ltd.
Gigantalous,30phTrC4hkRIwxA4Xf9VtN,SL Music / EBG / Virgin EMI Records
Bad Behaviour,51y2ckiuexzbm5fPXccP6S,Universal-Island Records Ltd.
Violent Siblings,0CLU1CwbCtoyXaqBB2kOrN,CGM Records
Keeping Tabs (feat. Suscat0),1KypMTzxfo8NNIZ30lanZa,Cuco / Interscope PS
Like Tu Danz,43nu8p8FXmiJmPgbxsAA2h,Lost Ones
Moschino,0ANnLyTqgyoajhDedlVRME,Caroline International (S&D)
Longtime,1QX4G838TLWYyLN0ZEPdLD,Quality Control Music/Motown Records
Big Racks (feat. Brooke Candy),15Uh4SZo1nnoPS26RK6WTe,Virgin EMI
100 Thousand,5mrskM5uW1Lt1bCkXJNUdj,Mixtape Madness
Intro,7tbyiwnLhtKYXNMjCZ60BT,Quality Control Music/Motown Records
what is real,61StVXD7XDEeVBBdnvmFfM,"TenThousand Projects, LLC"
Move The Chains,23Cv6zTTaCwir6YrXHSK6u,Def Jam Recordings
Sadio Mané (YNWA),6X5kGCChHU5jeekhoUw2au,Cactus Jack Records/ISR PS
No Sleep,3sGDBGyhk7yhaVif0t2nFT,Omg! Dude! LLC
Mac 10,4e34Qq2lkp92egwgjacVcT,"TenThousand Projects, LLC"
Melee,5hXqurVR1oeDhMjDDtxPNa,Mad Love/Interscope Records
Back to Basics (feat. Skepta),40HiuQ6ZVkp0QpOXI2QUBp,Relentless Records
On My Way,08xh8dcx64TP4jRa6TjiQz,Universal-Island Records Ltd.
pouring,0TUaamDhcVNoQg7yoCYb47,"TenThousand Projects, LLC"
Automatic,2nUP7kqrS2yJv3ROYvseJm,"TenThousand Projects, LLC / Electric Feel Music"
17,0rFDIIprLl60EJGNiICPDq,Republic Records
Pree Me,0xElyYWb39szUzPM5rLfId,Universal-Island Records Ltd.
Summertime In Paris,5IWMH89twdzA3XZpjW4Gvq,MSFTSMusic / Roc Nation Records
Nobody I Can Trust,6tyQjidWsWTfTSYHDeTbrF,Republic Records
My Head (feat. ABRA),3Cuxhaq8CSrYNKeyCQUM6e,Black Butter
drop top,61IhZr2FxG4yJ9sQ7PQCZL,Xploded Music Limited
Money Dance,2l3mydZHQkkCENOgusXy41,Universal Music A/S
Any,7mUf7gNMIkpjM3GlPNLQNa,TSM Records
Runaway,4CSvET5Og1uiBiBzf4z1t1,"EQT Recordings, LLC"
Something New - Dolapo x Hardy Caprio,0hb3hEt8ww4ar4xeahyrvJ,Virgin EMI
Angles (feat. JME),2xcinH0acfCEZhflJuokip,Universal-Island Records Ltd.
Bend It,407gathcsFljLtAMOy6v1o,Spinnup
All The Smoke,29LMG1VtQ1Xk8ovcSQQ24f,F Music
Leave Dat Trap,5vR65o6UhwcmQqaNtLzNOX,Universal-Island Records Ltd.
Offside,2eetpo8cEUAm01VtlKOz9c,Chris Cash
Coco Blood,2SVWyRjpZ44odKjj9vDqMA,Polydor Records
My Love,4Ty6Kp97mjvEY9Vtfpb4qD,Polydor Records
Mr Sheeen - Digga D x Russ splash,2H3k1TAcWxtdLJ3wSOQng9,Virgin EMI
Days Like This (feat. Khalid),2qU9ro2FCa4WjFqTg1JFJP,Squaaash Club/RCA Records
I Spy (feat. Headie One & K-Trap),0TJxxb5DmfwwAJndnAuzEn,Virgin EMI
Touch Down - Remix,6YvcLedQCbwEN9PWeGjK46,3Beat
TNT,4QZhjcev87cdfjEP7xO4xy,Universal-Island Records Ltd.
Love For A Minute,653zvpSqs1FrrzqRT2Dpk3,Universal Music A/S
Floorboards,2InAp1lFscQ2Pbo9YevJRz,Get Money Entertainment
I Love It (& Lil Pump),4S8d14HvHb70ImctNgVzQQ,"Getting Out Our Dreams, Inc./Def Jam Recordings"
Gun Lean,4WYRFY0yFa2s1WeX0w84z6,Pressplay Records Ltd
Keanu Reeves,25F6MWrnFBCXVnpN4n76EK,Def Jam Recordings
Kitchen Kings,4qQwSWzOyH8OYswlkdg4s8,D-Block Europe
Blessed,1xapeEf2gTCsVIvGns8Cm2,Polydor Records
Come On,3xCG35lMfLQvbUJUUC3v2q,Quality Control Music/Motown Records
Struggle,0jUOHQdBaOIu5T5t1Rm7kq,REAL AUTHENTIC
Broward,7F3QTIILWH20IHQTOl3Xe9,SLIP N SLIDE ENTERPRISES (SAS)
Drop Top Benz,0qJ3YwgELCbYG4eKX7vCVT,Lil Gnar - Ten Thousand Projects
HIGH1X,5ThoPhPJPn36Wiap2LHon5,Beartrap/ Alamo/ Interscope Records
Girl's Best Friend (feat. Ty Dolla $ign),6oQ9ydbf6sGTI3JFj8XePl,"Gamebread, LLC / Def Jam Recordings"
Funky Friday,01IQ4aQgOf0Kkq3a273hmO,Neighbourhood
LEAVE ME,1tox00Nusw6t09cjhq5AF0,Quality Control Music/Motown Records/Capitol Records
Down,1qHF3nflJ6U0GeBWMqTVaw,"EQT Recordings, LLC"
Fugazi,38H6IzJQcaZyNHJNXPkUqY,"TrickyBizness Entertainment, LLC"
"""Broken Homes (feat. Nafe Smallz M Huncho & Gunna)""",0trjvNuATk3tEwIpXRr16m,
DrIP DrIp Drip (feat. Meek Mill),39Bq9cOTO0H8M6P9iKLVdq,Mad Love/Interscope Records
Dark Things,3YhuRxTNDJPPIbTOdN2N50,Roc Nation
Season (feat. Lil Baby),1VAIB64hpLeaoDKzaCLywU,Quality Control Music/Motown Records
"""Facts (feat. YG Rich The Kid & BIA)""",2k5W7eyzobMFd1a1Xisf3w,
Deadass,1ZZaZVYMURipAsSqa3sG57,Sounds Music Group/Republic Records
November Rain,58ZdT5NQIAkeSWUxNneBg8,Universal Music Ltd
Bleed It,67fNrBUMc7iWMofdCaoJV9,Cash Money Records Inc.
Armed And Dangerous,6SAKXCj5jyF6IgPCPbZ5ra,Juice WRLD Mixtape / ISR P&D
Work (feat. Splurge),4ds2SFzbR8dEYYX6TE8oNM,Roc Nation Records
Bouncy,5sdHokH69JZzAIRXTDUtA2,Polydor Records
BUSSDOWN,0asEOgrK8Uj48uwCCuJPTq,"G59 Records, LLC"
W.A.N.T.S,74QQKW9sp5W60iQIugME8e,"EQT Recordings, LLC"
Fast,7xOqvbOC1YtNPDWZFuSegx,Grade A Productions/Interscope Records
Can I Talk,0deP9hCtPf6cdCavHx40sD,Caroline International (S&D)
With You,2P7Dbp1jdXEBHKwWdgnUJs,The Heavy Group/Republic Records
Screwface Capital,65TggCitjPK0sUXtwgOkN9,Neighbourhood
Tic Toc (with Tory Lanez),2TBPGGxR8LGdTpvvuT8S9Q,Interscope Records
Sponsored,4v1aMar2KI6FkE8soih1YO,Virgin EMI
Act Funny,0Q9Ztko1oboNHGGeuJIDwh,Wolf Pack Global Music
Wasteland,3yhlH8lhTpS03d91kuwjpf,Tierra Whack
Disaster (feat. J Hus),3rqmxZNh2BRgJ3BiCPFTSG,Neighbourhood
Remind Me,3SCV8GWsN2gOVt5KQoA27A,Republic Records
Numb Numb Juice,07XiC73mZOpty3x2KNOEUi,Top Dawg Entertainment/Interscope Records
STFU,5f2gNhegc13RpHXQIphoOq,Universal-Island Records Ltd.
Save Me Now,7mWO4OfLGrElqWC4e0Ym5G,Capitol Records
Immortal,3Ht9qyE5RZZVkBSV8kcf6v,"TenThousand Projects, LLC"
Sextasy,5jlLBqK31dOqXECKn3jlMX,Eardruma Records/Interscope Records
Welcome To The Party,0fIffclhgJC5h8AdMMVvkp,Victor Victor Worldwide
Frosted Flakes,2ngLCsaDgirvx3aNgejilJ,Quality Control Music/Motown Records
pretender,2ZFExSkwmODw8OxS9yyqnZ,Island Records
Radar,7kFd0kDpimR5fTeForXEd2,Lost Ones
They Afraid Of You,5CMUThHlepHR8c1xD0QYzs,"TenThousand Projects, LLC"
Sweetie Odo,2UAl2nzSixQviGw0XJvJgY,Lost Ones
No Lie,32PqxDubQabk5pDZA2lKJ2,Lost Ones
Welcome To The Party (feat. Skepta) - Remix,1IN7pViz23ZsjIH5hV47GO,Victor Victor Worldwide
HIT ME up,1ajFGbYanaAd90DsmoOIEo,Polydor Records
Never Ever,5uqBOWVXyby2i9qTa6YHIo,Caroline International (S&D)
Simmer Down,1bhaRBnFZJA5TG0PSxLYQo,OURNESS
Health Food,1ZOPkw0gOQbikXRhDSxBkm,"EQT Recordings, LLC"
Dash Race,653ATn79JFLv4XE5B2A4D2,"Thrive Music, LLC"
Anything You Need,6dbV6itWdEJbxtqccb6Yg2,Trapx10
That Thing,4E0MgtVzYzo7HHq4MeATx3,Virgin EMI
All Night,4pdGqhW6HzzsFP8Gi3vMn8,Virgin EMI
100 Racks (Offset feat. Playboi Carti),4T2dHb8XBYHlVj7Dyo1cW9,Quality Control Music/Motown Records
Wounds,0hmJu9pSEH1g839K9mXo2m,Hopeless Records
Deliveroo,1bSL6nSuVXdu0kHPBo1j8R,Independent
Me llama,7piXNyrajEfqhOkzgDq2Ts,WM Spain
Lo siento (feat. Sofía Reyes),5dITA6jTX7f1gHwEAyS3YZ,WM Spain
Hang Ups - Remix,1KXLAEpAF5CT0oG9HHd60m,Warner Music Canada
YA TE AVISÉ,0VPT6bnlXk78wODLmgYRpL,WM Spain
Mi Religión,2uynv2Yi23wUILfpkRFGPd,WM Spain
No te enamores,4AMNoX4gzC25M4I00poxI2,WM Spain
Entre otros cien (feat. Julia Medina),7dBvQJRZ0OrS6YMluEWUsr,WM Spain
Moon Talk,6pgUgIgbzovuuUYqpfnVNz,WEA Latina
Saber que tu,6EQ3s04gLa6kqelwMAONq2,WM Spain
"""Jamás jamás (feat. Carlos Baute)""",4UGbUn7c7loZboM5nwNsQk,
Love Someone,3id2EVGKc3eFAMn9nFnB0r,Universal Music A/S
Mañana Es Too Late,3AnFYXJMTNJtQUwsJWmTK4,WEA Latina
Cicatrices (feat. Indara),17nYNma8AncLFqOBk6tu6m,WM Spain
Lo vimos venir (con Alex Ubago),1fBsLZr8fLxXR3n0FpLUhC,WM Spain
Rayando El Sol (feat. Pablo Alborán),3uKdu7AtigAJ8GgTu0yJTe,WM Mexico
Nunca debí enamorarme (feat. Taburete),286OdVCkBD0DujhytMAl4B,WM Spain
Please Me,0PG9fbaaHFHfre2gUVo7AN,Atlantic/KSR
Lo prefiero,1mfTKsd9WaIKnOOpNamiQk,WM Spain
Only Want You (feat. 6LACK),1fPYcrgm9wODvukYw46vcg,Rita Sahatciu Ora
Ve y dile (feat. Antonio José),0xZqDPkDNEPQGuNqcyzmPG,WM Spain
Una foto tuya (feat. Andy & Lucas),7MxCf3uVcaCNVZY1EVTJUX,WM Spain
Te esperaré toda la vida,2LJTFnJnjebtRreAK4QgVF,WM Spain
Soldadito de Hierro,3DfUO7e24abpbIreUpUK4B,WM Spain
SAL DE MI CABEZA,38R0yngRZSUjRmxN5biYEK,WM Spain
Cuando zarpa el amor (feat. Juan Magán),1TKHSdKzRgiXwawMz4AARW,WM Spain
Pa ti pa mí na má,2013yX7IujgpGJHzz6Qqsi,WM Spain
El Despertar,3o8B4L8vJPRYKWpICkjwjb,WM Spain
Mama (feat. Ellie Goulding),3WDIhWoRWVcaHdRwMEHkkS,Atlantic Records UK
Perdido (feat. Joey Montana),7ocUulljFf5IfZxAQST9qp,WM Spain
Candela (con Nyno Vargas),0H3Z0XR487SGAlfoD7HoqY,WM Spain
¿De qué me culpas? (feat. Ms Nina y King Jedet),5EysZHsXvLAK8wbRUnEU1y,WM Spain
Tu refugio - Nueva versión,1PQYSCjCifDa9J5Esmkxbl,WM Spain
Te sigo pensando,5D5UwU5aFtcqxkqlCh1qKs,WM Spain
Otro Lugar (feat. Paula Cendejas),3Gd4dEV44WqeTj1lZkAxem,WM Spain
Es Una Loca,3L0qlzAcyjpaQmUHMC0DoH,WEA Latina
Tu cama (feat. Jesse Baez & Paula Cendejas),0jwBcbhXvy9ulQoIKsls7x,WM Spain
Mi accidente preferido (con Juancho Sidecars y Sidecars),0C2YXYi4RBuUfj1nNK5jFH,WM Spain
Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,Warner Bros.
Maldito miedo (feat. Soge Culebra),1oGkFC08hfifH5qkgTlOzT,WM Spain
Mala Fama,44fRJ4STXvhxEFcE6mvMml,WM Spain
DIEZ MINUTOS (feat. Mario Bautista),3ALLv1BQxYFlJ8XQOQtgW1,WM Spain
Mamacita (feat. Farruko),7iwhbx1YQcQ675DTj6AmAb,Beluga Heights/Warner Records
Freaking Me Out,7uYIX9O9DY6l1D3HiwHR1J,Atlantic Records
Enchochado de Ti,6G8TNOdTBpBPmDdJAvoVhA,WM Spain
Siempre a mi lado,6Q04p26nFb6zetyfPqliLT,WM Spain
Tal Vez (feat. Rayden),6A0DbHNmhAkAgV7FvHY2vp,WM Spain
Quiero mucho más (feat. Eskarnia),4oSAd2CJwQtrRibFZvx3GF,WM Spain
