"","id","lyrics","artist","song","album","genre","year"
"111036",111150,"Now it seems I'm fading All my dreams are not worth saving I've done my share of waiting And I've still got nowhere else to go So I wait for you to Take me all the way Take me all the way Seems you're wanting me to stay But my dreams would surely waste away And I still have nowhere else to go So I wait for you to Take me all the way Take me all the way Push me under Pull me further Take me all the way Take me all the way Push me under Pull me further Take me all the way Take me all the way Now it seems you're leaving But we've only just begun And you've still got nowhere else to go So I wait for you to Take me all the way Take me all the way Push me under Pull me further Take me all the way Take me all the way Push me under Pull me further Take me all the way Take me all the way And I've been waiting so long And I've been waiting so long And I've been waiting so long So I wait for you to Take me all the way Push me under Pull me further Take me all the way Take me all the way Push me under Pull me further Take me all the way Take me all the way And I've been waiting so long And I've been waiting so long And I've been waiting so long So I wait for you to Take me all the way Take me all the way","Styles_Of_Beyond","Killer Instinct","Styles_Of_Beyond:2000_Fold_(1997)","Underground Hip Hop","1997"
"111037",111151,"I'm not sober all the time You bring me down at least you try Until we see this eye to eye I don't want you I must be running out of luck 'Cause you're just not drunk enough to fuck And now I've had it up to here I don't I don't want you It took so long to see You walked away from me When I need you Wake up I'm pounding on the door I'm not the man I was before Where the hell are you When I need you Wake up I'm pounding on the door I won't hurt you anymore Where the hell are you When I need you I'm not angry all the time You push me down at least you try Until we see this eye to eye I don't want you It took so long to see You walked away from me When I need you Wake up I'm pounding on the door I'm not the man I was before Where the hell are you When I need you Wake up I'm pounding on the door I won't hurt you anymore Where the hell are you When I need you It took so long to see You walked away from me When I need you Wake up I'm pounding on the door I'm not the man I was before Where the hell are you When I need you Wake up I'm pounding on the door I won't hurt you anymore Where the hell are you When I need you","Styles_Of_Beyond","Part II (Endangered)","Styles_Of_Beyond:2000_Fold_(1997)","Underground Hip Hop","1997"
"111038",111152,"Good morning day Sorry I'm not there But all my favorite friends Vanished in the air It's hard to fly When you can't even run Once I had the world But now I've got no one If I needed someone to control me If I needed someone to hold me down I would change my direction And save myself before I If I needed someone to control me If I needed someone to push me around I would change my direction And save myself before I Drown Drown Good morning day Sorry you're not here All those times before Were never this unclear It's hard to walk When you can't even crawl Once I had this world But now I've lost it all If I needed someone to control me If I needed someone to hold me down I would change my direction And save myself before I If I needed someone to control me If I needed someone to push me around I would change my direction And save myself before I Drown Rolling faster than I'm breathing Drown Rolling faster than I'm breathing Drown Rolling faster than I'm breathing If I needed someone to control me If I needed someone to hold me down I would change my direction And save myself before I drown If I needed someone to control me If I needed someone to push me around I would change my direction And save myself before I Save myself before I drown Save myself before I drown Save myself before I drown","Styles_Of_Beyond","Survival Tactics","Styles_Of_Beyond:2000_Fold_(1997)","Underground Hip Hop","1997"
"111039",111153,"It's not what I took from you It's not what I stole We are born like this Like this The time has come to change this To stretch the thought a mile We've lost that kind of spirit We want it back today The time is right to change this To make the life we know They took what we were given We'll get it back again Somewhere someone's gun Someone's gun is laughing It's not what I gave to you It's not what I sold We are born like this Like this It's not what I took from you It's not what I stole We are born like this You try your best to mock me You're always in my way You've lost what you've been given You'll get it back today The time is right to change this To make the life we know They took what we were given We want it back again Somewhere someone's gun Someone's gun is laughing It's not what I gave to you It's not what I sold We are born like this Like this It's not what I took from you It's not what I stole We are born like this Somewhere you're floating high You're not living We are Somewhere someone's gun Someone's gun is laughing Laughing It's not what I gave to you It's not what I sold We are born like this Like this It's not what I gave to you It's not what I stole We are born like this Like this It's not what I took from you It's not what I stole We are born like this","Styles_Of_Beyond","Easy Back It Up","Styles_Of_Beyond:2000_Fold_(1997)","Underground Hip Hop","1997"
"111040",111154,"In this time are we loving Or do we sit here wondering Why this world isn't turning around It's now or never We have no use For the truth And now's the time for us to lose Who we are and how we've tried Taking every step in stride It's now or never to decide In this time are we loving Or do we sit here wondering Why this world isn't turning around It's now or never In this way are we learning Or do we sit here yearning For this world to start turning around It's now or never Where's the truth For us to use 'Cause all we seem to do is lose Who we are and how we've tried Are we all the same inside It's now or never to decide In this time are we loving Or do we sit here wondering Why this world isn't turning around It's now or never In this way are we learning Or do we sit here yearning For this world to start turning around It's now or never In this time are we loving Or do we sit here wondering Why this world isn't turning around It's now or never In this time are we loving Or do we sit here wondering Why this world isn't turning around It's now or never In this way are we learning Or do we sit here yearning For this world to start turning around It's now or never In this time are we loving Wondering Isn't turning around It's now or never","Styles_Of_Beyond","Muuvon","Styles_Of_Beyond:2000_Fold_(1997)","Underground Hip Hop","1997"
"111041",111155,"At night I hear it creeping At night I feel it move I'll never sleep here anymore I wish you never told me I wish I never knew I wake up screaming It's all because of you So real these voices in my head When it comes back you won't be Scared and lonely You won't be scared you won't be You won't be scared and lonely You won't be scared you won't be lonely I know there's something out there I think I hear it move I've never felt like this before I wish you never told me I wish I never knew I wake up screaming It's all because of you So real these voices in my head When it comes back you won't be Scared and lonely You won't be scared you won't be You won't be scared and lonely You won't be scared you won't be lonely Its all because of you I wish you never told me I wake up screaming now So real these voices in my head So real these voices in my head I wake up screaming now I wish you never told me I wish I never knew Scared and lonely You won't be scared you won't be You won't be scared and lonely You won't be scared you won't be lonely Scared and lonely You won't be scared you won't be You won't be scared and lonely You won't be scared you won't be lonely","Styles_Of_Beyond","Winnetka Exit","Styles_Of_Beyond:2000_Fold_(1997)","Underground Hip Hop","1997"
"111042",111156,"I'll be coming home Just to be alone 'Cause I know you're not there And I know that you don't care I can hardly wait To leave this place No matter how hard I try You're never satisfied This is not a home I think I'm better off alone You always disappear Even when you're here This is not my home I think I'm better off alone Home home this house is not a Home home this house is not a home By the time you come home I'm already stoned You turn off the TV And you scream at me I can hardly wait 'Til you get off my case No matter how hard I try You're never satisfied This is not a home I think I'm better off alone You always disappear Even when you're here This is not my home I think I'm better off alone Home home this house is not a Home home this house is not a Home home this house is not a Home home this house is not a home I'm better off alone No matter how hard I try You're never satisfied This is not a home I think I'm better off alone You always disappear Even when you're here This is not my home I think I'm better off alone Home home this house is not a Home home this house is not a Home home this house is not a Home home this house is not a home","Styles_Of_Beyond","Spies Like Us","Styles_Of_Beyond:2000_Fold_(1997)","Underground Hip Hop","1997"
"111043",111157,"Every time we lie awake After every hit we take Every feeling that I get But I haven't missed you yet Every roommate kept awake By every sigh and scream we make All the feelings that I get But I still don't miss you yet Only when I stop to think about it I hate everything about you Why do I love you I hate everything about you Why do I love you Every time we lie awake After every hit we take Every feeling that I get But I haven't missed you yet Only when I stop to think about it I hate everything about you Why do I love you I hate everything about you Why do I love you Only when I stop to think about you I know Only when you stop to think about me do you know I hate everything about you Why do I love you You hate everything about me Why do you love me I hate you hate I hate you love me I hate everything about you Why do I love you","Styles_Of_Beyond","Dangerous Minds","Styles_Of_Beyond:2000_Fold_(1997)","Underground Hip Hop","1997"
"111044",111158,"I could be mean I could be angry You know I could be just like you I could be fake I could be stupid You know I could be just like you You thought you were standing beside me You were only in my way You're wrong if you think that I'll be just like you just like you You thought you were there to guide me You were only in my way You're wrong if you think that I'll be just like you just like you You thought you were there to guide me You were only in my way You're wrong if you think that I'll be just like you I could be cold I could be ruthless You know I could be just like you I could be weak I could be senseless You know I could be just like you You thought you were standing beside me You were only in my way You're wrong if you think that I'll be just like you just like you You thought you were there to guide me You were only in my way You're wrong if you think that I'll be just like you just like you You thought you were there to guide me You were only in my way You're wrong if you think that I'll be just like you On my own 'Cause I can't take livin' with you I'm alone So I won't turn out like you want me to You thought you were standing beside me You were only in my way You're wrong if you think that I'll be just like you just like you You thought you were there to guide me You were only in my way You're wrong if you think that I'll be just like you just like you You thought you were there to guide me You were only in my way You're wrong if you think that I'll be just like you I could be mean I could be angry You know I could be just like you","Styles_Of_Beyond","Hollograms","Styles_Of_Beyond:2000_Fold_(1997)","Underground Hip Hop","1997"
"111045",111159,"I'll tell you now you can't win this 'Cause you're way too slow I'll tell you now I'm gonna take this Did you come here to watch me Watch me burn I'll let it show that I'm not always hiding Come all the way down And watch me burn I won't let it show that I'm not always flying So on the way down I'll watch you burn So let me know just how to take this 'Cause you're way too cold Now show me how before it breaks me Did you come here to watch me Watch me burn I'll let it show that I'm not always hiding Come all the way down And watch me burn I won't let it show that I'm not always flying So on the way down I'll watch you burn Noooooooo Ooooooooh I'll let it show that I'm not always hiding Come all the way down And watch me burn I won't let it show that I'm not always flying So on the way down I'll watch you burn","Styles_Of_Beyond","Styles Of Beyond (Style Warz)","Styles_Of_Beyond:2000_Fold_(1997)","Underground Hip Hop","1997"
"114265",114388,"If I threw my broken body Let it shatter on the rocks Would you pick up all my imperfections Keep them hidden in your jewelry box Would you help this old man singing Would you save this little boy Would you treat me like a baby And let treat you like his toy Is this it Honey is this it This is it Would you break me like a prism Would you see my different sides Would you separate the bright ones Hang them on your laundry line Would you help this tired Abraham It's not just Isaac that is crying For he who is busy loving Is both living and is also dying Is this it Honey is this really it This is it Would you know me like a doctor Would you sing me like a hymn Would you touch me like a bridesmaid In some husband's dirty little dream When these defeated lips have failed me Would you save my hungry eyes Would you milk your breasts for honey Would you feed me all your pretty lies Is this it Honey is this really it It's all that we've been praying for Honey is this it It's all that we've been waiting for It's all that we've been praying for Is this it Honey is this really it Is this it Honey is this really it This is it","Grave_Plott","Need A Change","Grave_Plott:The_Plott_Thickens_(2008)","Underground Hip Hop","2008"
"114307",114430,"Always crashing to the ground Always from the same height Always falling down And if you start a fashion now Make me a believer The seas will part somehow Staring at a silver sun I'm blinded I can see you almost in my town Nothing but a seat of blue Seperating seasons And I think of you Burning in the face of love Burning in the face of love Walking through a paper town Counting all the reasons to burn the others down Seems like every chance I take Brings me ever closer to being far away Black out Keep your colours dim So nobody can see you And let the ghost back in Leave me heading to the ground Always from the same height And always falling down Burning in the face of love Burning in the face of love Burning in the face of love Burning in the face of love Falling I'm Falling Falling I'm Falling Falling I'm Falling Falling I'm Falling Building Building Building gone Buildng bones are hard to hold Mould is forming on the ground Nobody is lost Nobody is found Building Building Building gone Bulging bones are hard to hold Mould is forming on the ground Nobody is lost Nobody is found Burning in the face of love Burning in the face of love Burning in the face of love Burning in the face of love","Grave_Plott","SNAP","Grave_Plott:The_Plott_Thickens_(2008)","Underground Hip Hop","2008"
"115478",115601,"Starin' at the boob tube turnin' on the big knob Tryin' to find some life in the waste land Fin'ly found a program gonna deal with Mary Jane Ready for a trip into hate land Obnoxious Joe comes on the screen Along with his guest selfrighteous Sam And one more guy who doesn't count His hair and clothes are too far out While pushin' back his glasses Sam is sayin' casually I was elected by the masses And with that in mind he starts to unwind A vicious attack on the finest of grasses Well it's evil wicked mean and nasty Don't step on the grass Sam And it will ruin our fair country Don't be such an ass Sam Well it will hook your Sue and Johnny You're so full of bull Sam All will pay that disagree with me Please give up you already lost the fight alright Misinformation Sam and Joe Are feeding to the nation But the one who didn't count counted them out By exposing all their false quotations Faced by a very awkward situation This is all he'd say to save the day Well it's evil wicked mean and nasty Don't step on the grass Sam And it will ruin our fair country Don't be such an ass Sam Well it will hook your Sue and Johnny You're so full of bull Sam All will pay that disagree with me Please give up you already lost the fight alright You waste my coin Sam all you can To jail my fellow man For smoking all the noble weed You need much more than him You've been telling lies so long Some believe they're true So they close their eyes to things You have no right to do Just as soon as you are gone Hope will start to climb Please don't stay around too long You're wasting precious time Well it's evil wicked mean and nasty Don't step on the grass Sam And it will ruin our fair country Don't be such an ass Sam Well it will hook your Sue and Johnny You're so full of bull Sam All will pay that disagree with me Please give up you already lost the fight alright","Childish_Gambino","Baby Doll","Childish_Gambino:Sick_Boi_(2008)","Underground Hip Hop","2008"
"115479",115602,"Humanity grew weary Of it's doubtful state of mind So it summoned from far and called from near All the wise men thought to be sincere To heal it's wounds and make it whole And the lead the way back to the soul The charlatans they stayed behind To count their bags of gold And some stayed away as if to say I know that my way's the only way Afraid to learn they may be wrong They preach their nothingness at home But the wise men came together with the hope to free man kind Of the rubbish that had gathered in god's name To embrace and trust each other in the search for the supreme And they found that all their teachings were the same And when at last the word went round That all were one and all Many returned to seek the light Nobody claimed that he was right It's sad to know it's just a song To dream and hope still can't be wrong","Childish_Gambino","Assassins","Childish_Gambino:Sick_Boi_(2008)","Underground Hip Hop","2008"
"115480",115603,"If I could show you where I've been Perhaps you'd know and never ask again Could I forget the things I've seen Perhaps I'd smile and we would be the same I can't return to where you're goin' What I have learned it can't be undone Don't blame yourself don't you know It was none of your doin' All my faith got caught in a maze Lost our dreams in a far a way place Now that I have seen you again Can't believe your world's still the same Sometimes I slip into the past When life was sweet I thought that it would always last It was so easy to believe that all is well They always catch the thief I can't return to where you're goin' What I have learned it can't be undone Don't blame yourself don't you know It was none of your doin'","Childish_Gambino","So Sick Wit It","Childish_Gambino:Sick_Boi_(2008)","Underground Hip Hop","2008"
"115481",115604,"What can you see with your ear on the ground Try to lift up your feet girl and take a look around Let me see your eyes girl We've got to make them big If you'd like to see the truth I better tighten up your wig Your mind is too narrow and it's no surprise If you fell on a pin well you'd be blind in both eyes Oh let me see your head girl we've got to make it big Until your ears come apart I better tighten up your wig Watch out for the lunch bunch they'll try to bring you down Don't get hung up in the shower baby you might drown Oh yeah oh your head looks kinda big Before I loose you mind girl I better tighten up your wig Just before we go I'd like to mention Junior Wells We stole his thing from him and he from someone else Oh yeah yeah yeah yeah he plays the blues like few before May he play forevermore","Childish_Gambino","Till I Die","Childish_Gambino:Sick_Boi_(2008)","Underground Hip Hop","2008"
"115482",115605,"Ride the waves of everlove Let them throw you on the beach Gathering experience While it's still in your reach Faster faster Faster than the speed of life Faster faster Faster than the speed of life Summer nights of secret fun Moving farther out each day Like a shooting star you're flying Burning up what's in your way Faster faster Faster than the speed of life Faster faster Faster than the speed of life Screaming through the walls of inhibition Past the stream you're breaking free There you stand unchained and in confusion Spread your arms and come to me Faster faster Faster than the speed of life Faster faster Faster than the speed of life Faster faster faster Faster faster faster Faster than the speed of life","Childish_Gambino","Fresh","Childish_Gambino:Sick_Boi_(2008)","Underground Hip Hop","2008"
"115483",115606,"Put your hand in a party wave Pass around Make a shroud pulling combs through a backwash frame Find the copies in a carbon mount Pass around Stroke a pocket with a print of a laughing sound Get around town Get around town Where the people look good Where the music is loud Get around town No need to stand proud Add your voice to the sound of the crowd The shades from a pencil peer Pass around A fold in an eyelid brushed with fear The lines on a compact guide Pass around A hat with alignment worn insde Get around town Get around town Where the people look good Where the music is loud Get around town No need to stand proud Add your voice to the sound of the crowd Get in line now Get in line now Stay in time with the rhythm and rhyme Get around town Get around town Where the people look good Where the music is loud Get around town No need to stand proud Add your voice to the sound of the crowd Get around town Get around town Where the people look good Where the music is loud Get around town No need to stand proud Add your voice to the sound of the crowd Get around town Get around town Where the people look good Where the music is loud Get around town No need to stand proud Add your voice to the sound of the crowd","Childish_Gambino","My Hoodie","Childish_Gambino:Sick_Boi_(2008)","Underground Hip Hop","2008"
"115484",115607,"The morning that he left his angel cried Tears now flowing down from the corners of her eyes She thought what he could be A great man in his life If he could just make it Through these dark and lonely nights Oh god give him strength The strength to find his way The strength to find the sunrise will be today Oh god make him brave When he's under attack He will see tomorrow The feelings that she felt Now echo in her dreams She wishes she could sleep But thinks of other things She thought what he could be A great man in his life If he could just make it Through these dark and lonely nights Oh god give him strength The strength to find his way The strength to find the sunrise will be today Oh god make him brave When he's under attack He will see tomorrow Will the tears that we cry And the prayers that we pray Be enough to pull you through The hope to see you again Remains inside our hearts We miss you more each day But our love won't wait It's all that brings us through Despite all the vows Keeping us apart Oh god give him strength The strength to find his way The strength to find the sunrise will be today Oh god make him brave When he's under attack He will see tomorrow We will see tomorrow x3 Lead him home I can't make it alone I have hope","Childish_Gambino","Love Is Crazy","Childish_Gambino:Sick_Boi_(2008)","Underground Hip Hop","2008"
"115485",115608,"Verse 1 It's wearing thin the same routine over and over again I don't need To look it's no surprise This monotony will be the death of me I can't Hold on so don't let go I need change these four walls have always looked The same They're closing in no matter where I turn So lock the door and Hope for the best Chorus Will someone show me the way out of here Take Me away my arms are open oh so wide Scream out loud this is more than I can Bear Break these away break down the walls I built so high Verse 2 As Good as it gets try as I might I have nothing left Don't tie the noose Around my neck Clarity is what I need tonight Bridge So hold up your Head this isn't the end There's so much more for you out there","Childish_Gambino","Red Alert","Childish_Gambino:Sick_Boi_(2008)","Underground Hip Hop","2008"
"115486",115609,"Abandon Ship I hope we can swim and find our way back to the shore We will not tell that we were wrong so dead wrong Hold onI'm not hanging on every single word you say Hold on Hoping somehow I won't ever feel that way I called to port The captain went overboard a long time ago We could not see the iceberg ahead Mayday We're going to crash Hold on I'm not hanging on every single word you say Hold on Hoping somehow I won't ever feel that way I can't hold on Mayday Hold on I'm not hanging on every single word you say Hold on Hoping somehow I won't ever feel that way","Childish_Gambino","Tru Dudes","Childish_Gambino:Sick_Boi_(2008)","Underground Hip Hop","2008"
"115487",115610,"I hold you in my arm now I know hold you in my arm then I feel your charm in the sky don't mean no thing no gone our separate ways woke up this morning from the foe gone our separate ways","Childish_Gambino","Easy (Intro)","Childish_Gambino:Sick_Boi_(2008)","Underground Hip Hop","2008"
"119953",120076,"I'm a geilman That's what I am I'm a geilman I'm a frohman That's what I am I'm a happy man Joe Ma pikin pikin oto I pa bigi bigi ai mi tali Daba daba dibi mi say Dibi dibi dai Tolli tolli tolli tolli We need peace man And understanding man Love and peace and understanding man It's necessary Do you understand It's necessary","Jedi_Mind_Tricks","Blood Runs Cold","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120001",120124,"Are you listening I heard the train whistle blowing The engine's choking a wish and a penny for flattening It'll never be too cold just to stand here breathing and freezing The wind is shifting appears the train won't be stopping Are you listening Tried to tell you before Are you listening Seems they're leaving the station The silence wavers wish you were here with me Is this the wrong place the wrong time where I'm standing Not leaving just yet listen to my heart beating","Jedi_Mind_Tricks","Retaliation (Remix)","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120002",120125,"You were the one the one in my dreams but I never knew it I wanted to tell you time and again but I couldn't do it All that you are is all that I need no more predending Now I can be me you can be you and we never ending We'll be together always together like birds of a feather Forever and ever we'll be together I like what you got I guess it's okay if you want to show it I am what I am and I'm over you just want you to know it Will I ever score There's is nothing wrong with just liking each other We all had our doubts but its working out with one and other We'll be together always together like birds of a feather Forever and ever we'll be together We'll be together always together like birds of a feather Forever and ever we'll be together Like birds of a feather forever and ever We'll be together always together We'll be together always together","Jedi_Mind_Tricks","Untitled (Violent By Design)","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120003",120126,"I lay in darkness in our room and shed an unseen tear I try to solve without a sound I don't want her to hear She's home again that's all that really matters I'll admit It's so easy to forgive her but so hard to forget To love her so not let her go oh I must bein' saint While in her sleep she held my hand and called another's name I try hard to solve life's puzzle but old memories won't fit It's so easy to forgive her but so hard to forget I try to walk away from her but my heart always slips And I long to hold her though his kiss is fresh upon her lips I love her so my heart says that her hurting me will quit It's so easy to forgive her but so hard to forget It's so easy to forgive her but it's so hard to forget","Jedi_Mind_Tricks","War Ensemble","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120004",120127,"Mist closing in Saw them in hiding A few hours more step out of silence From door to door Tear you from hiding Turn every stone Walk every alley Just can't explain an end in the gallows Wish i had sung to you before you were silenced","Jedi_Mind_Tricks","Muerte","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120005",120128,"Love is but a song we sing Fear's the way we die You can make the mountains ring Or make the angels cry Though the bird is on the wing And you may not know why Come on people now Smile on your brother Everybody get together Try to love one another right now Some may come and some may go He will surely pass When the one that left us here Returns for us at last We are but a moment's sunlight Fading in the grass Come on people now Smile on your brother Everybody get together Try to love one another right now Come on people now Smile on your brother Everybody get together Try to love one another right now Come on people now Smile on your brother Everybody get together Try to love one another right now If you hear the song I sing You will understand listen You hold the key to love and fear All in your trembling hand Just one key unlocks them both It's there at your command Come on people now Smile on your brother Everybody get together Try to love one another right now Come on people now Smile on your brother Everybody get together Try to love one another right now I said come on people now Smile on your brother Everybody get together Try to love one another right now Right now Right now","Jedi_Mind_Tricks","The Executioners Dream","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120006",120129,"This old world will never change the way it's been And you know all our ways of war can't change it back again I've been asearchin' for the dolphin in the sea yeah yeah Sometimes I wonder do you ever think of me Lord I'm not the one to tell this old world how to get along I only know that peace will come yes when all our hate is gone I've been asearchin' for the dolphin in the sea Sometimes I wonder do you ever think of me","Jedi_Mind_Tricks","Trinity","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120007",120130,"Shoot your dice and have your fun sugar babe Shoot your dice and have your fun Run like your mama when the police come Yeah sugar babe oh my sugar babe I got drunk and I fell on the floor sugar babe I got drunk and I fell on the floor That's good for whiskey and I want some more Yeah sugar babe oh my sugar babe Sing it slide Shoot your dice and roll 'em in the sand sugar babe Shoot your dice and roll 'em in the sand Well it ain't gonna work mama I know damn that Yeah sugar babe oh my sugar babe Put your hand on your hip and let your mind roll by sugar babe Put your hand on your hip and let your mind roll by 'Cause your body's gonna shrivel when you come to die Yeah sugar babe oh my sugar babe","Jedi_Mind_Tricks","Genghis Khan","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120008",120131,"In fear of wolves you've built all these walls And raised these gallows to let them swing This night won't fade too cold to rest You hide your face and cover up your heart Like you didn't see it And may their screams follow you to sleep All caged all drained At the will of your hand The day you chose to turn away You've watched from cliffs Seeing them drown You've hidden in shadows all gone astray Like you didn't see it And may their screams follow you to sleep Like you couldn't feel it This armoured soul Brought to their kne","Jedi_Mind_Tricks","Blood Reign","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120009",120132,"Numb feel it spreading Tear its way through hearts No one to avenge the fallen No one to remember our loss What if I'm in it for fighting A lost cause break it all Come stand to face them You who brought this cold Lost all that made me feel human Lost what was rightfully ours What if I'm in it for fighting A lost cause break it all What if I'm in it for fighting A last call head to the wall I'm lying down where you left me Seconds before it turns dark All of these dreams that could have been Pumping leaving my heart","Jedi_Mind_Tricks","The Deer Hunter","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120010",120133,"Feel their eyes Watching don't make a sound All like serpents Silence our voices Lights go out Carrying this white flag Your shoulders are sore Eyes turn away as they come close Here they come Feed on our hope to stay alive Way too close now Nowhere to hide we're out of time Carrying this white flag Your shoulders are sore Eyes turn away as they approach Speak to the buried Can't hear what i hear The dead tells a tale of what to fear All painted black Just close your eyes I'll keep your voice safe throught all Just speak to me once more","Jedi_Mind_Tricks","Sacrifice","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120011",120134,"Watch the waves bring you closer to home All too silent A wish to follow the tide Nailed to your heart all you've seen Hear the sea call Leave You were never here Light these candles and run Leave It was never safe Keep all knives out Head down Seen you watch from a distance in tears As the waves come Steps all gone now And you Wish to let go Leave theses shores with no trace at all","Jedi_Mind_Tricks","Heavenly Divine","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120012",120135,"Tell me what went wrong inquisitor Rest my case Burn at the stake The corners of this room these silhouettes Leave me here You'll survive Hands still search for cracks in darkness You are through run and hide Holding my breath and counting Hidden beneath too long Hold on against the tide now You will be here and then all around It's time You will come hold me down All around It's time You will come hold me down","Jedi_Mind_Tricks","Exertions (Remix)","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120013",120136,"Held your head felt you leave As night touched you from inside Felt the weight of your fears As night reached in over earth All of life wrapped in black As night held on for too long A tightened grip You let go to answer To leave us all The day all sounds went quiet Come empty Haunts us just can't stay calm It keeps repeating coming back Lower your head now you hit the ground Nowhere to hide a final storm Nowhere to run to this is home In the blink of an eye all changed Turn restless winds to storm Lay to rest by your side No comfort You've left us all","Jedi_Mind_Tricks","Death March","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120014",120137,"And behind me Behind the pale All these people without faces The've been standing here for years Carrying me inside their shadow Carrying too much load Won't carry all this guild on my own Water runs in Hidden beneath us Hidden low Cannot lift any of these stones The're lending their eyes Lending their ears Carrying me inside their shadow Carrying too much load Won't carry all this guild on my own Water runs in Sore hands to the wall Won't carry all this guild on my own Water runs in","Jedi_Mind_Tricks","Breath Of God","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120015",120138,"Kneel to pick up the stone All that hides beneath comes to life Been too silent too long Grew inside of me Speak black tongue Now the ships have sailed There's only you and me and false ideals They became a part of me Equip me with a blade Give it time to heal The pulse goes down I can hear you crying Say you're ready to leave There is no point in trying Forgive this part of me Pray for it to be over I wish it wasn't so So i scream for air in a world that's choking Just give me time to heal","Jedi_Mind_Tricks","Speech Cobras","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120016",120139,"As light came revealed our loss Scattered on the ground Words written by the hands of ire the day you turned on us As we took it to the streets and lost Cursing all that ties us Took it to the streets and bled Resting in the arms of Dark caves We fly like stones from the hands of sinners Words spoken by the tongues in rage Leaves us in the wind As we took in to the streets and lost Cursing all that ties us Took it to the streets and bled Resting in the arms of death You're the one with stones You'll reap what you have sown As we took in to the streets and lost Cursing all that ties us Took it to the streets and bled Resting on the","Jedi_Mind_Tricks","Contra","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120017",120140,"I've nailed history to the wall Remembering us in a time when all mattered more Have i gone off Did i stray too far Watch us drift apart as currents grow It breaks in two I'll stay cling on to this army of one Grew weak I'll take them on Man the walls They've go you nailed to the ground Stab all we've found Turn all that's white into red A fool's commitment Like a wounded child i won't leave this place i'm from It breaks in two I'll stay cling on to this army of one Grew weak I'll take them on Man the walls","Jedi_Mind_Tricks","Retaliation","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"120018",120141,"Sittin' by a campfire eatin' old pork and meats Waitin' on an old slow freight headin' south to New Orleans They say it's warm and there's a hot a pretty Creol queen So I'm leavin' this poor north so cold and eatin' shramps instead of beans Just like old Frank sittin' there by me the fire was dying neath the pot And his hands so old tremble from the cold a scene I've never forgot He said son go on home to your mama before you wind up like me Hurtin' everyone else includin' yourself don't waste your life foolishly I could see the tears filling his eyes as he handed me a picture faded bad And as the angel of death took his last breath There's standing by me in the picture I could see old Frank and it was sign of death","Jedi_Mind_Tricks","Intro (Violent By Design)","Jedi_Mind_Tricks:Violent_By_Design_(2000)","Underground Hip Hop","2000"
"121531",121654,"Watching waiting step back Deep sea in darkness hiding Long lens electric light quake Between planes of flying stone I watch your face form print alone As kerosene drips down the wall slide up and over rattled call Solid or not the plans were birthing You can look down but don't lose your footing How to prepare Could face disaster Our epic tour what are we after At the countdown there's no turning back Is the earth round I'm going to find out Travel so far to find your answers back in your car burning in embers","The_Coup","Swervin'","The_Coup:Steal_This_Double_Album_(2002)","Underground Hip Hop","2002"
"121592",121715,"The hunter lines his trophies up across his wall beneath his bedA tiger's head a snakeskin rug slugs in a jug the bugs make halos 'round his phone He'd call his friends to come around they'd all get stoned when he pulled old Medusa moaning from a sack She poses then she cracks their mirror shades It's just her way He let's her play a while then throws her back then they all go fishing in the reservoir I see I see from my room I see from my room with a view My room's nothing special All the furniture is old They smashed up all my windows so it's cold I told city hall to build a wall to stop the outside coming inside but they've stalledI'm lord of this manor but it's 30 feet across and falling fast I sprawl in plaster bricks and garbage through the ceiling I see blue I see you","The_Coup","What The Po-Pos Hate","The_Coup:Steal_This_Double_Album_(2002)","Underground Hip Hop","2002"
"124139",124264,"Falling I'm falling I'm drowning In deep silence I'm falling deep I'm falling down My thoughts explore What's kept unknown I'm falling deep I'm falling down I'm falling deeper To the ground","The_Coup","Lazymuthafucka","The_Coup:Party_Music_(2001)","Underground Hip Hop","2001"
